,sentence,sentiment,sentiment_id
1031,"The cost of the deal could range from 70 million to 90 million euros depending on the financial results of the two companies in 2008 , the statement says",neutral,0
1032,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk,neutral,0
1033,The customers will have an access to integrated propeller and gear packages from one source,neutral,0
1034,The deal is subject to approval by the Norwegian competition authorities,neutral,0
1035,The deal means that ten persons in three countries will transfer to Tieto,neutral,0
1036,The deal will have no significant effect on the acquiring company 's equity ratio,neutral,0
1037,The deliveries are scheduled for the summer and autumn of 2008,neutral,0
1038,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia",neutral,0
1039,"The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year",neutral,0
1040,"The final price will be specified by 14 May 2010 , the acquiring company said",neutral,0
1041,"The firm 's UK head office is in Rugby Road , Lutterworth",neutral,0
1042,The first group of customers to be trained will be paint-shop owners and their assistants,neutral,0
1043,The first stage of the contract covers 133 stores and 600 cash registers,neutral,0
1044,"The fish content of the nuggets is 85 % , and the fish comes from Canada and Finland",neutral,0
1045,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress,neutral,0
1046,The front surfaces of these valve plates are directed towards each other,neutral,0
1047,"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic",neutral,0
1048,The increase range will vary up to 10 %,neutral,0
1049,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April",neutral,0
1050,"The latest date for registration is on 4 April , 2006",neutral,0
1051,The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages,neutral,0
1052,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group",neutral,0
1053,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000",neutral,0
1054,The maximum number of new shares to be offered is 22 million,neutral,0
1055,The measures taken will cause one-time costs during the final part of 2006,neutral,0
1056,"The mill will have capacity to produce 500,000 tonnes of pulp per year",neutral,0
1057,"The money will be spread mainly over 2011 and 2012 , the company said",neutral,0
1058,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree",neutral,0
1059,"The new majority owners of Aspocomp Thailand Co. , Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner , Saha Pathana Inter-Holding Plc.",neutral,0
1060,The new organization consists of two business units : Charging & Messaging and Finance & Administration,neutral,0
1061,The new SEPA cads will replace Finnish bank cards,neutral,0
1062,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network",neutral,0
1063,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine",neutral,0
1064,"The order includes a new Crecent former , headbox , and reel",neutral,0
1065,The output of the contracts totals 72 MWe,neutral,0
1066,"The parties have agreed not to disclose the price of the deal , the group said in a press release",neutral,0
1067,The parties have agreed not to disclose the transaction value,neutral,0
1068,"The payment date is March 25 , 2010",neutral,0
1069,"The platform is based built on Intel s second-generation MID platform , called Moorestown",neutral,0
1070,"The price of the 10,000 kroon par value bonds was 9663,51 kroons in the primary issue",neutral,0
1071,The proposal by the Board of Directors on the issuance of option rights will otherwise correspond to the proposal by the Board of Directors in the Notice to the General Meeting,neutral,0
1072,The purchase sum is about EUR 10mn US$ 12.97 mn,neutral,0
1073,"The report examines the medical equipment business structure and operations , history and products , and provides an analysis of its key medical equipment revenue lines",neutral,0
1074,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates",neutral,0
1075,"The sale will be finalized in September or October , the company said",neutral,0
1076,"The share capital of Alma Media Corporation business ID 1944757-4 is EUR 44,767,513.80 and it is divided into 74,612,523 shares",neutral,0
1077,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights",neutral,0
1078,The ship unloader is totally enclosed along the entire conveying line to the storage facilities,neutral,0
1079,The site will cover over six hectares,neutral,0
1080,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there,neutral,0
1081,They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi,neutral,0
1082,This release is not an offer of securities for sale into the United States or elsewhere,neutral,0
1083,"Tieto in Latvia is represented by IT services companies TietoEnator Alise and TietoEnator , which has operations in the industries of Financial Services Cards , Retail and Logistics and IT Outsourcing and Managed Services",neutral,0
1084,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States",neutral,0
1085,Two other sites will be included later on,neutral,0
1086,"Under a preliminary estimation , the technology park will measure about 50,000 square meters",neutral,0
1087,Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis,neutral,0
1088,Valga Lihatoostus markets its products under the Maks & Moorits trademark,neutral,0
1089,"We know that it exists , '' Artemyev said",neutral,0
1090,We offer our customers solutions based on renewable raw materials,neutral,0
1091,"When dialing in , the participants should quote 877417 as conference ID",neutral,0
1092,Work on the assignment has already started and is due for completion in spring 2011,neutral,0
1093,Yvonne Jones is owner of Chameleon Interiors,neutral,0
1094,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities,neutral,0
1095,"Finnish printed circuit boards ( PCBs ) maker Aspocomp Group Oyj said on December 4 , 2006 it named Henry Gilchrist senior vice president of the group 's Asian operations , as of January 8 , 2007",neutral,0
1096,` Nordic infrastructure construction is one of our strategic growth areas,neutral,0
1097,"` Sanoma is a buyer not a target , ' he said",neutral,0
1098,"`` After the transaction , Tikkurila has no powder coatings-related operations , '' the company said",neutral,0
1099,"`` If you need malware removal tools , type the URL of your vendor of choice directly into the browser bar and use links on their website , '' wrote Trend Micro 's Rik Ferguson on Monday",neutral,0
1100,`` It wo n't happen overnight,neutral,0
1101,`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand,neutral,0
1102,`` Serving customers locally is one of the cornerstones of customer focus for us,neutral,0
1103,"+£lemiste City is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to EEK 5.4 bn , '' said +£lo P+ñrnits , chairman of the supervisory board of +£lemiste City and Mainor",neutral,0
1104,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m,neutral,0
1105,"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday",neutral,0
1106,"A coker crane will be supplied to Tesoro Corporation 's Golden Eagle Refinery in Martinez , California , while a similar crane will be delivered to BP 's Castell refinery in Spain",neutral,0
1107,A few employees would remain at the Oulu plant in support functions for other group units,neutral,0
1108,A huge issue for us is the button placement,neutral,0
1109,A merger between UPM and Finnish-Swedish Stora Enso is not likely either,neutral,0
1110,A paper mill in the central Maine town of Madison soon will have a new owner,neutral,0
1111,A total 30 % of the order value was booked in the fourth quarter of 2009 and the remainder will be booked in the second quarter of 2010,neutral,0
1112,"Finnish Kemira Group 's CEO , Lasse Kurkilahti , says the Group 's structural reorganisation will continue for at least a year",neutral,0
1113,"Local government commissioner of +àm+Ñl , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +àm+Ñl",neutral,0
1114,"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn",neutral,0
1115,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland",neutral,0
1116,Activities range from the development of natural resources to the retailed marketing of finished products,neutral,0
1117,"Additionally , information on business segments , competitors and future outlook are provided",neutral,0
1118,"Additionally , the company will use the solutions to automate the preparation of financial statements according to IFRS standard",neutral,0
1119,Affecto has participated in the program for the development of the Norwegian pension system since 2007,neutral,0
1120,AffectoGenimap builds highly customised IT solutions for its customers in Finland and the Baltic countries,neutral,0
1121,After 1 April 2007 Cencorp will not have any own employees in the territory,neutral,0
1122,"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper",neutral,0
1123,"After the transaction , M-real will own 30 % in Metsa-Botnia and UPM -- 17 %",neutral,0
1124,"After the transaction , Tikkurila has no powder coatings related operations",neutral,0
1125,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time",neutral,0
1126,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press",neutral,0
1127,"Alma Media Corporation PRESS RELEASE March 25 , 2010 TYRV+ä+äN SANOMAT PURCHASE CONFIRMED The business operations of Tyrv+ñ+ñn Sanomat Oy will be transferred to Suomen Paikallissanomat Oy",neutral,0
1128,"Altogether CapMan employs approximately 150 people in Helsinki , Stockholm , Copenhagen , Oslo , Moscow and Luxembourg",neutral,0
1129,"Altona stated that the private company of Altona chairman Kevin Maloney , Tulla Resources , would take up its entitlement in full",neutral,0
1130,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007,neutral,0
1131,An EU law on the issue may be introduced around 2010,neutral,0
1132,Another firm Air Liquide was exempted because it left the market in 1998,neutral,0
1133,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don",neutral,0
1134,Arena Partners Oy is a development company for electronic business,neutral,0
1135,"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007",neutral,0
1136,"As part of the agreement , Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu , Finland",neutral,0
1137,"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd.",neutral,0
1138,Aspo 's Group structure and business operations are continually developed without any predefined schedules,neutral,0
1139,"At some point , it will spread also to Iran and Iraq",neutral,0
1140,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn",neutral,0
1141,"At the moment , there are approximately 20 Vianor sales offices in Russia",neutral,0
1142,"Barclays Plc ( LSE : BARC ) ( NYSE : BCS ) , Credit Agricole SA ( EPA : ACA ) ( CAGR",neutral,0
1143,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,neutral,0
1144,Basware finances the acquisition with a bank loan,neutral,0
1145,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite",neutral,0
1146,Benefon will turn the Salo unit into a B2B business unit and establish a B2C business unit in the UK,neutral,0
1147,"Berling Capital , Umo Capital and Veikko Laine are the biggest shareholders in Amanda Capital",neutral,0
1148,Bluewin Security is available as a monthly subscription,neutral,0
1149,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago",neutral,0
1150,Capital base and capital adequacy measurement is based on approaches under Basel II,neutral,0
1151,"CapMan , with offices in Helsinki , Stockholm , Copenhagen and Oslo , manages Nordic buyout , mezzanine , technology , life science and real estate funds with approximately EUR2 .6 bn in total capital",neutral,0
1152,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area",neutral,0
1153,"Cardona slowed her vehicle , turned around and returned to the intersection , where she called 911",neutral,0
1154,"Cencorp would focus on the development , manufacture and marketing of standard products for production automation",neutral,0
1155,Changes to the as-built models from the design were communicated to the subcontractors to accommodate them into the steel and GRC fabrication process,neutral,0
1156,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color,neutral,0
1157,Closing of such transaction took place today,neutral,0
1158,"Cohen & Steers , Inc. : 5 534 530 shares representing 4.985 % of the share capital and voting rights",neutral,0
1159,"Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights",neutral,0
1160,com and possibly also through photo-msn,neutral,0
1161,"Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense",neutral,0
1162,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively,neutral,0
1163,Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format,neutral,0
1164,"Cramo is a service company specialising in construction machinery and equipment rental and rental-related services , as well as the rental and sale of modular space",neutral,0
1165,"Cramo Plc is a service company specialising in construction machinery and equipment rental and rental-related services , as well as rental and sale of modular space",neutral,0
1166,"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said",neutral,0
1167,Danske Bank is Denmark 's largest bank with 3.5 million customers,neutral,0
1168,Decisions are to be made as quickly as possible,neutral,0
1169,Deliveries by Outotec will take place over 30 months,neutral,0
1170,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006",neutral,0
1171,Delivery is due in the second half of 2011,neutral,0
1172,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall",neutral,0
1173,"Depending on the market situation , such projects are sold after 1 to 3 years after completion",neutral,0
1174,"During the rally , which was authorized by the city administration , a consulate official came out to the workers , spoke to them and took a letter from them",neutral,0
1175,"Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan , China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region",neutral,0
1176,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET )",neutral,0
1177,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009",neutral,0
1178,Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks,neutral,0
1179,"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila",neutral,0
1180,EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes,neutral,0
1181,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot",neutral,0
1182,Feed companies Suomen Rehu and Raisio do no import GMO feed,neutral,0
1183,"Financial , strategic and operational factors are considered",neutral,0
1184,Financial details were n't disclosed,neutral,0
1185,Financial terms were not disclosed,neutral,0
1186,Financial terms were n't disclosed,neutral,0
1187,"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki",neutral,0
1188,"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007",neutral,0
1189,Finnish investment company Neomarkka is the main owner of Kuitu Finland 's successor,neutral,0
1190,"Following the move , Stora Enso holding in NewPage will remain unchanged",neutral,0
1191,"Following the registration , the share capital of Biotie is EUR 52,556,678.10",neutral,0
1192,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries",neutral,0
1193,For the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the Trade Register,neutral,0
1194,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced",neutral,0
1195,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms",neutral,0
1196,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities",neutral,0
1197,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products , and operates in Finland",neutral,0
1198,"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland",neutral,0
1199,He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State,neutral,0
1200,He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001,neutral,0
1201,"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details",neutral,0
1202,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT,neutral,0
1203,Her present position is the director of Stockmann 's international department stores,neutral,0
1204,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch,neutral,0
1205,"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share",neutral,0
1206,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share",neutral,0
1207,"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now",neutral,0
1208,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx",neutral,0
1209,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007",neutral,0
1210,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent",neutral,0
1211,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010",neutral,0
1212,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements",neutral,0
1213,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group",neutral,0
1214,"In addition , MIDs are always online and enable full Internet browsing",neutral,0
1215,"In addition , the contract includes modification of the effluent treatment plant at Follum",neutral,0
1216,"In his current position , Manty has worked since 1996",neutral,0
1217,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006",neutral,0
1218,In the meantime the CEO 's duties will be assumed by Outotec 's Deputy CEO Seppo Rantakari,neutral,0
1219,"In the sinter plant , limestone and coke breeze are mixed with the iron ore concentrate and sintered into lump form or sinter for use in the blast furnaces as a raw material for iron-making",neutral,0
1220,"In this way , the industry 's starting point has been the consumers ' needs",neutral,0
1221,"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said",neutral,0
1222,"In volume , the focus is already outside Finland , as 60 % of the group 's products are made in Poland and the Baltic countries",neutral,0
1223,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India",neutral,0
1224,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland,neutral,0
1225,"Includes company and brand share data by category , as well as distribution channel data",neutral,0
1226,"Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007",neutral,0
1227,"industry in Asia +ó Pakistan , Malaysia , Taiwan and Philippines Today , Global Research & Data Services is going to publish several market analyses about the cement markets in Asia",neutral,0
1228,Investment management and investment advisory services are the company 's sole line of business,neutral,0
1229,Investments are not disclosed,neutral,0
1230,Investments in product development stood at 6.0 mln euro ( $ 8.8 mln ),neutral,0
1231,"ISMS does not disclose its financial results , the daily said",neutral,0
1232,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001",neutral,0
1233,It is expected to be online by 2011,neutral,0
1234,It 's not,neutral,0
1235,It was decided that the auditors are reimbursed according to invoice,neutral,0
1236,It will report full-year results on August 22,neutral,0
1237,"Its annual capacity is some 10,000 MW",neutral,0
1238,Its market share is 6 percent according to AC Nielsen 's 2008 data,neutral,0
1239,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders",neutral,0
1240,"Janis Arbidans , CEO of YIT Celtnieciba , said the company was focusing on housing and real estate development market",neutral,0
1241,"Jeder Beta-Tester erh+ñlt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+Âglichkeit , die finale Version zu beeinflussen",neutral,0
1242,"Jon Risfelt has previously held operational executive positions in Europolitan , Ericsson , SAS , American Express card and travel divisions , as well as Nyman & Schultz ( CEO ) , Vodafone Sweden ( CEO ) , and Gambro Renal Products ( CEO )",neutral,0
1243,Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ),neutral,0
1244,"Kesko has about 2,000 stores engaged in chain operations in the Nordic and Baltic countries , Russia , and Belarus",neutral,0
1245,Kirsi Rantanen was previously development director for HK Ruokatalo 's poultry business,neutral,0
1246,"Koduextra is operating a retail chain of 11 stores , controlled by Finnish Non-Food Center KY , Rukax OY , and Scan-Tukka OY",neutral,0
1247,"Koff 's market share of the volume of the market was 23.4 % , Karhu 's 21.4 %",neutral,0
1248,"L+ñnnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish",neutral,0
1249,Lemmink+ñinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s,neutral,0
1250,"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty",neutral,0
1251,"Luna took fifth place on six-under 207 , a shot behind Spain 's Beatriz Recari and Germany 's Martina Eberl , while Welsh player Becky Brewerton was the highest-placed British finisher , sharing seventh place on three-under 210 after shooting 71",neutral,0
1252,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over",neutral,0
1253,"Marathon now has a 4.6 percent stake in PLX , it said , according to Bloomberg",neutral,0
1254,Market data and analytics are derived from primary and secondary research,neutral,0
1255,"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland",neutral,0
1256,"Meanwhile , Alfa owns 25.1 % of MegaFon through Altimo , and 4.99 % of Turkcell via an 18.5 % stake in Cukurova Holding",neutral,0
1257,"Mercator will use the software for its logistic , retail and wholesale operations in Slovenia and its other markets in southeastern Europe",neutral,0
1258,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier,neutral,0
1259,"More than 50,000 tonnes of asphalt mix will be used in the contract",neutral,0
1260,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010",neutral,0
1261,"N +1 Group will pay EUR16 .5 m of the transaction price upon closing , and the remaining sum in 2012",neutral,0
1262,ND = Not disclosed,neutral,0
1263,Negotiations with representatives of the personnel regarding the restructuring process have now been ended,neutral,0
1264,"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET )",neutral,0
1265,New Novator products are supposed to be exported,neutral,0
1266,"Niina Nenonen , Marimekko 's current director for clothing , bags and accessories lines , will take up this role",neutral,0
1267,No changes in media activity were seen in October compared with September,neutral,0
1268,No decision on such sale of the now issued or existing treasury shares to YA Global has been made yet,neutral,0
1269,No financial details were revealed,neutral,0
1270,No financial information was provided,neutral,0
1271,No other ev3 devices were involved in this action,neutral,0
1272,Nordea was the cheapest also for a couple in their 30s with debt,neutral,0
1273,"Nordstjernan will make the offer in approximately one month , in September 2007",neutral,0
1274,Number of offers received for this contract is two,neutral,0
1275,Odell has not contacted the State of Finland in this issue,neutral,0
1276,"Okhta Center area is expected to have about 700,000 square metres of office premises by 2016",neutral,0
1277,Okmetic has used the furnaces for the contract manufacturing of solar crystals,neutral,0
1278,Okmetic revised its 2010 financial outlook based on its order book,neutral,0
1279,"On 25 August 2009 , Sampo 's stake in Nordea was 19.45 %",neutral,0
1280,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position",neutral,0
1281,"One price category is for calls on the preferred operator 's network , and another for calls on other operators ' networks",neutral,0
1282,"Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations",neutral,0
1283,"Originally posted to the PCMag.com security blog , Security Watch",neutral,0
1284,Oriola-KD is a spin-off of Finnish pharmaceutical group Orion Oyj 's wholesale division,neutral,0
1285,"OTHER  North-Rhine Westphalia - Is to issue a benchmark , 5 year fixed rate deal in Euros",neutral,0
1286,Other details were not provided,neutral,0
1287,Panostaja did not disclose the purchase price,neutral,0
1288,Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium,neutral,0
1289,Pharmaceutical market in Poland Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Poland,neutral,0
1290,Ponsse will divide its sales and maintenance service network into six geographical areas,neutral,0
1291,"POYRY PLCCompany Announcement 10 December 2010 at 4.10 p.m. Pursuant to Poyry PLC 's stock option program 2004 , 63 792 new shares of the company have been subscribed since 27 October 2010 with stock options 2004B",neutral,0
1292,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab",neutral,0
1293,"Previously , Grimaldi held a 46.43 pct stake in the Finnish company following the takeover bid launched in November 2006",neutral,0
1294,"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA",neutral,0
1295,"Prior to the transaction , whose financial terms have not been disclosed , Alma Media owned 40 % of Kotikokki net",neutral,0
1296,"Products include Consumer Electronics devices such as mobile phones and their accessories , set-top boxes , flat panel TVs as well as System Solutions products such as infrastructure systems , modules and other industrial segment products",neutral,0
1297,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml",neutral,0
1298,"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million",neutral,0
1299,"Purchase it for the 12MP snapper , if nothing else",neutral,0
1300,R&D Loan ),neutral,0
1301,Raisio is the site of the main production plants as well as company headquarters,neutral,0
1302,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories,neutral,0
1303,"Rautalinko was resposnible also for Mobility Services , and his job in this division will be continued by Marek Hintze",neutral,0
1304,"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3",neutral,0
1305,RL-Nordic is a part of Raiffeisen-Banking-Group Austria and is a subsidiary to Raiffeisen-Leasing GmbH in Austria,neutral,0
1306,"Rockwell Collins is a provider of flight deck , cabin and information management solutions for business aircraft operators",neutral,0
1307,"s business sectors are building construction , infrastructure construction and technical building services",neutral,0
1308,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported",neutral,0
1309,SAMPO PLC Jarmo Salonen Head of Investor Relations and Group Communications tel. +358 10 516 0030 Distribution : NASDAQ OMX Helsinki The principal media Financial Supervisory Authority www.sampo.com This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients,neutral,0
1310,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares,neutral,0
1311,Scanfil plc is a global contract manufacturer and systems supplier for communication and industrial electronics,neutral,0
